time_ms,heading_deg,roll_deg,pitch_deg,pos_x_m,pos_y_m,pos_z_m
49200,157.80,10.83,-7.99,0.105,0.039,0.039
49300,151.95,-15.25,-6.54,0.102,0.043,0.060
49400,132.45,-22.82,-0.13,0.107,0.046,0.046
49500,127.07,2.73,11.71,0.101,0.042,0.051
49600,141.78,22.78,2.18,0.103,0.035,0.061
49700,149.30,9.23,-5.45,0.097,0.035,0.037
49800,117.41,-15.75,-7.82,0.097,0.041,0.064
49900,165.95,-20.53,5.90,0.097,0.042,0.046
50000,140.98,-3.82,10.98,0.094,0.045,0.049
50100,178.89,17.43,-1.09,0.092,0.049,0.059
50200,166.88,9.30,-2.64,0.095,0.047,0.039
50300,130.96,-14.97,-8.13,0.102,0.049,0.055
50400,134.22,-15.31,1.16,0.097,0.044,0.044
50500,148.92,1.19,7.15,0.090,0.048,0.046
50600,155.21,22.71,3.14,0.095,0.052,0.053
50700,132.11,7.94,-8.37,0.098,0.046,0.041
50800,97.16,-14.99,-3.96,0.102,0.041,0.060
50900,185.81,-15.81,-0.56,0.104,0.047,0.047
51000,189.60,-3.03,10.09,0.107,0.051,0.053
51100,110.83,18.62,6.06,0.105,0.049,0.052
51200,177.06,10.95,-5.82,0.101,0.041,0.041
51300,149.39,-11.32,-5.61,0.101,0.045,0.058
51400,148.13,-15.61,0.39,0.098,0.043,0.041
51500,160.10,-3.65,10.47,0.096,0.050,0.052
51600,138.77,16.07,4.26,0.095,0.048,0.058
51700,170.74,13.79,-6.41,0.096,0.040,0.038
51800,161.59,-9.58,-8.01,0.096,0.034,0.064
51900,139.39,-18.97,5.98,0.095,0.038,0.047
52000,143.55,-0.10,9.10,0.094,0.039,0.050
52100,110.31,16.51,6.02,0.096,0.034,0.058
52200,174.00,11.85,-3.66,0.097,0.026,0.044
52300,151.86,-9.94,-7.22,0.105,0.034,0.056
52400,194.46,-15.02,1.71,0.098,0.031,0.045
52500,142.10,-2.04,7.52,0.105,0.036,0.047
52600,146.94,22.14,0.55,0.098,0.036,0.060
52700,141.73,12.08,-9.85,0.098,0.031,0.039
52800,145.86,-15.03,-8.10,0.102,0.024,0.059
52900,187.26,-22.38,-0.56,0.102,0.029,0.046
53000,189.45,-2.39,11.85,0.096,0.029,0.050
53100,168.17,17.00,4.16,0.095,0.037,0.057
53200,175.99,8.09,-9.35,0.090,0.044,0.041
53300,154.58,-11.58,-4.80,0.091,0.039,0.062
53400,151.83,-22.73,5.88,0.091,0.041,0.041
53500,168.17,-3.07,9.85,0.091,0.036,0.047
53600,109.08,17.39,-0.06,0.088,0.039,0.052
53700,125.61,9.41,-8.09,0.087,0.042,0.037
53800,134.50,-12.81,-8.46,0.088,0.037,0.063
53900,174.61,-21.61,0.51,0.092,0.033,0.044
54000,136.74,2.27,10.82,0.087,0.036,0.051
54100,161.50,20.82,1.34,0.085,0.037,0.059
54200,168.94,10.26,-6.52,0.090,0.033,0.040
54300,173.96,-8.36,-8.76,0.094,0.033,0.060
54400,160.15,-18.81,5.92,0.088,0.029,0.047
54500,140.84,0.13,6.00,0.096,0.033,0.047
54600,159.31,20.42,0.75,0.095,0.029,0.056
54700,170.21,8.86,-7.92,0.095,0.027,0.039
54800,149.39,-13.05,-2.60,0.097,0.033,0.056
54900,167.83,-22.33,6.03,0.095,0.034,0.043
55000,147.46,-0.87,8.32,0.090,0.036,0.052
55100,192.57,21.04,0.14,0.096,0.039,0.054
55200,147.89,11.96,-7.44,0.099,0.034,0.038
55300,176.18,-14.95,-8.85,0.106,0.038,0.063
55400,132.60,-21.97,-0.04,0.101,0.040,0.045
55500,129.67,0.64,10.31,0.099,0.036,0.054
55600,169.96,19.67,3.82,0.093,0.034,0.052
55700,161.53,12.67,-5.43,0.092,0.030,0.045
55800,110.13,-8.89,-9.57,0.099,0.023,0.062
55900,190.91,-16.63,6.15,0.103,0.018,0.049
56000,189.74,3.23,7.27,0.108,0.015,0.051
56100,200.17,16.13,3.90,0.102,0.015,0.052
56200,192.48,15.01,-8.75,0.099,0.016,0.037
56300,181.86,-13.19,-8.20,0.094,0.017,0.062
56400,107.92,-21.06,4.44,0.097,0.024,0.044
56500,158.64,-2.34,8.20,0.098,0.021,0.051
56600,206.10,19.82,-0.61,0.091,0.024,0.058
56700,216.44,14.62,-3.10,0.085,0.021,0.039
56800,174.70,-9.64,-5.71,0.083,0.018,0.058
56900,154.66,-20.68,1.13,0.088,0.021,0.047
57000,192.29,1.01,6.71,0.083,0.027,0.051
57100,127.92,22.44,-0.98,0.088,0.020,0.056
57200,168.13,9.93,-3.76,0.091,0.022,0.036
57300,174.20,-13.40,-4.94,0.089,0.018,0.059
57400,205.94,-17.06,-0.30,0.097,0.013,0.046
57500,144.95,3.24,4.28,0.102,0.009,0.047
57600,200.22,20.20,6.19,0.096,0.016,0.053
57700,178.04,8.29,-5.41,0.088,0.010,0.040
57800,131.57,-9.75,-9.47,0.088,0.006,0.062
57900,182.31,-15.44,2.65,0.082,0.010,0.044
58000,155.01,-3.29,11.58,0.077,0.017,0.047
58100,151.69,20.46,2.04,0.073,0.009,0.059
58200,181.40,11.13,-6.07,0.072,0.008,0.044
58300,141.22,-9.78,-3.42,0.070,0.004,0.056
58400,129.28,-19.90,4.41,0.063,0.003,0.043
58500,123.71,0.62,11.84,0.061,0.004,0.054
58600,168.15,22.69,1.02,0.062,0.003,0.052
58700,152.68,14.08,-3.06,0.059,0.009,0.038
58800,147.51,-8.22,-8.58,0.064,0.009,0.061
58900,165.14,-16.07,0.79,0.060,0.011,0.044
59000,141.22,1.47,10.90,0.065,0.008,0.051
59100,236.08,21.84,-1.00,0.065,0.010,0.058
59200,163.21,13.53,-7.73,0.059,0.006,0.039
59300,170.43,-12.53,-5.06,0.061,0.009,0.057
59400,177.56,-19.71,3.27,0.065,0.016,0.040
59500,153.33,-1.26,8.00,0.071,0.011,0.053
59600,188.44,20.00,2.18,0.063,0.017,0.057
59700,195.86,9.03,-7.30,0.057,0.023,0.038
59800,137.97,-9.24,-2.51,0.054,0.030,0.064
59900,109.23,-18.16,1.28,0.059,0.037,0.044
