time_ms,heading_deg,roll_deg,pitch_deg,pos_x_m,pos_y_m,pos_z_m
49500,39.26,14.84,-0.12,1.983,3.630,0.050
49600,38.95,8.03,-4.77,1.990,3.636,0.040
49700,38.36,-3.79,-3.88,1.998,3.643,0.056
49800,37.97,-14.54,-1.28,2.006,3.649,0.056
49900,37.48,-13.04,3.23,2.014,3.655,0.040
50000,37.16,-0.41,5.73,2.022,3.661,0.050
50100,36.62,12.55,2.11,2.030,3.667,0.060
50200,36.05,14.87,-1.09,2.038,3.673,0.044
50300,35.73,4.89,-5.31,2.046,3.678,0.044
50400,35.10,-8.24,-3.24,2.054,3.684,0.060
50500,34.52,-14.16,-0.62,2.063,3.690,0.050
50600,34.17,-9.36,3.18,2.071,3.696,0.040
50700,33.60,5.34,4.46,2.079,3.701,0.056
50800,33.18,13.51,0.77,2.088,3.707,0.056
50900,32.78,12.16,-3.53,2.096,3.712,0.040
51000,32.29,-0.94,-4.36,2.104,3.717,0.050
51100,31.85,-11.19,-2.90,2.113,3.723,0.060
51200,31.27,-14.43,1.23,2.122,3.728,0.044
51300,30.76,-4.72,4.15,2.130,3.733,0.044
51400,30.20,8.13,4.22,2.139,3.738,0.060
51500,29.72,14.47,-0.39,2.147,3.743,0.050
51600,29.38,9.63,-3.50,2.156,3.748,0.040
51700,29.09,-3.78,-4.96,2.165,3.753,0.056
51800,28.63,-14.36,-0.63,2.174,3.757,0.056
51900,27.99,-11.65,3.10,2.182,3.762,0.040
52000,27.52,0.59,4.54,2.191,3.767,0.050
52100,26.92,11.83,2.16,2.200,3.771,0.060
52200,26.33,14.33,-2.27,2.209,3.776,0.044
52300,25.96,4.83,-5.29,2.218,3.780,0.044
52400,25.36,-9.45,-4.11,2.227,3.784,0.060
52500,25.05,-14.15,0.27,2.236,3.789,0.050
52600,24.45,-8.92,3.16,2.245,3.793,0.040
52700,24.22,4.96,4.78,2.255,3.797,0.056
52800,23.76,15.06,2.27,2.264,3.801,0.056
52900,23.26,12.52,-2.30,2.273,3.805,0.040
53000,22.65,0.93,-5.41,2.282,3.809,0.050
53100,22.42,-12.45,-3.30,2.291,3.812,0.060
53200,22.05,-13.28,1.68,2.301,3.816,0.044
53300,21.73,-3.83,5.09,2.310,3.820,0.044
53400,21.37,8.24,3.74,2.319,3.824,0.060
53500,21.09,15.90,-0.26,2.329,3.827,0.050
53600,20.68,9.74,-4.04,2.338,3.831,0.040
53700,20.10,-4.19,-5.18,2.347,3.834,0.056
53800,19.52,-13.61,-1.96,2.357,3.837,0.056
53900,19.28,-13.09,3.23,2.366,3.841,0.040
54000,19.00,-0.01,5.31,2.376,3.844,0.050
54100,18.63,12.85,3.62,2.385,3.847,0.060
54200,18.24,13.58,-2.53,2.395,3.850,0.044
54300,17.72,4.98,-5.34,2.404,3.853,0.044
54400,17.53,-9.48,-3.99,2.414,3.856,0.060
54500,17.09,-15.23,-0.63,2.423,3.859,0.050
54600,16.77,-9.72,4.32,2.433,3.862,0.040
54700,16.31,4.13,4.79,2.442,3.865,0.056
54800,15.86,13.49,2.11,2.452,3.868,0.056
54900,15.48,11.67,-3.73,2.462,3.870,0.040
55000,15.07,-0.66,-4.76,2.471,3.873,0.050
55100,14.80,-12.11,-3.41,2.481,3.876,0.060
55200,14.50,-14.48,1.78,2.491,3.878,0.044
55300,14.16,-3.94,5.46,2.500,3.881,0.044
55400,13.72,8.98,4.44,2.510,3.883,0.060
55500,13.20,15.27,0.47,2.520,3.885,0.050
55600,12.82,9.67,-4.20,2.530,3.887,0.040
55700,12.56,-5.59,-3.92,2.539,3.890,0.056
55800,12.28,-14.33,-0.76,2.549,3.892,0.056
55900,12.05,-11.28,3.53,2.559,3.894,0.040
56000,11.76,-0.17,6.00,2.569,3.896,0.050
56100,11.31,11.51,2.77,2.578,3.898,0.060
56200,10.81,15.19,-1.35,2.588,3.900,0.044
56300,10.32,4.53,-4.07,2.598,3.901,0.044
56400,9.94,-8.39,-4.83,2.608,3.903,0.060
56500,9.63,-14.58,-0.88,2.618,3.905,0.050
56600,9.49,-7.90,4.65,2.628,3.907,0.040
56700,9.17,4.01,3.93,2.638,3.908,0.056
56800,8.73,14.46,1.04,2.647,3.910,0.056
56900,8.50,11.65,-2.05,2.657,3.911,0.040
57000,8.30,-0.83,-4.64,2.667,3.913,0.050
57100,7.93,-12.45,-3.86,2.677,3.914,0.060
57200,7.68,-14.49,2.01,2.687,3.915,0.044
57300,7.34,-3.92,4.48,2.697,3.917,0.044
57400,7.09,9.67,3.99,2.707,3.918,0.060
57500,6.92,14.97,-0.93,2.717,3.919,0.050
57600,6.69,9.68,-3.19,2.727,3.920,0.040
57700,6.39,-4.20,-4.33,2.737,3.921,0.056
57800,6.24,-15.15,-1.93,2.747,3.922,0.056
57900,5.82,-12.83,2.98,2.757,3.923,0.040
58000,5.43,0.45,4.89,2.767,3.924,0.050
58100,5.03,11.29,2.00,2.776,3.925,0.060
58200,4.79,15.06,-0.66,2.786,3.926,0.044
58300,4.47,4.56,-5.60,2.796,3.927,0.044
58400,4.25,-9.00,-4.39,2.806,3.928,0.060
58500,4.09,-15.85,0.64,2.816,3.928,0.050
58600,4.00,-9.34,3.29,2.826,3.929,0.040
58700,3.67,3.73,3.76,2.836,3.930,0.056
58800,3.40,14.92,1.29,2.846,3.930,0.056
58900,3.05,11.31,-2.98,2.856,3.931,0.040
59000,2.72,-0.28,-5.49,2.866,3.931,0.050
59100,2.59,-12.24,-3.50,2.876,3.932,0.060
59200,2.48,-15.09,2.37,2.886,3.932,0.044
59300,2.15,-4.32,3.76,2.896,3.932,0.044
59400,1.91,8.45,4.76,2.906,3.933,0.060
59500,1.68,15.35,0.69,2.916,3.933,0.050
59600,1.57,9.60,-3.23,2.926,3.933,0.040
59700,1.50,-4.54,-4.62,2.936,3.934,0.056
59800,1.32,-13.59,-1.49,2.946,3.934,0.056
59900,1.01,-12.93,2.53,2.956,3.934,0.040
