time_ms,heading_deg,roll_deg,pitch_deg,pos_x_m,pos_y_m,pos_z_m
48200,111.80,15.72,-6.79,0.108,-0.094,0.042
48300,131.92,-13.25,-8.33,0.101,-0.093,0.059
48400,101.78,-19.45,-1.12,0.107,-0.098,0.046
48500,93.40,2.63,6.71,0.104,-0.104,0.053
48600,91.35,18.08,-1.38,0.097,-0.099,0.054
48700,134.83,8.57,-3.83,0.105,-0.099,0.040
48800,133.66,-13.09,-4.88,0.112,-0.092,0.060
48900,104.07,-15.77,5.06,0.111,-0.099,0.045
49000,109.43,2.91,11.21,0.105,-0.101,0.053
49100,129.34,19.01,3.25,0.100,-0.105,0.056
49200,112.17,10.19,-6.36,0.104,-0.111,0.042
49300,111.92,-9.80,-4.51,0.098,-0.117,0.060
49400,136.08,-20.65,-0.89,0.094,-0.115,0.047
49500,96.53,-1.83,7.57,0.088,-0.109,0.049
49600,122.09,20.81,-0.69,0.096,-0.115,0.054
49700,139.98,8.49,-8.05,0.089,-0.122,0.041
49800,129.79,-15.02,-6.55,0.083,-0.124,0.062
49900,112.94,-21.65,4.66,0.081,-0.121,0.046
50000,93.95,-1.35,9.94,0.081,-0.127,0.047
50100,91.06,18.52,-0.42,0.087,-0.128,0.055
50200,125.41,9.18,-5.25,0.082,-0.133,0.036
50300,117.97,-9.01,-6.19,0.078,-0.127,0.055
50400,108.89,-16.50,4.21,0.078,-0.121,0.045
50500,140.40,3.33,7.98,0.080,-0.119,0.054
50600,154.07,18.86,2.97,0.078,-0.126,0.052
50700,99.88,8.95,-9.50,0.081,-0.121,0.039
50800,155.25,-13.96,-8.53,0.079,-0.125,0.057
50900,128.54,-20.00,6.34,0.076,-0.127,0.047
51000,146.39,3.61,11.18,0.084,-0.134,0.053
51100,126.04,16.58,-0.08,0.083,-0.141,0.057
51200,113.20,9.11,-3.92,0.078,-0.148,0.038
51300,96.74,-15.22,-3.23,0.072,-0.145,0.057
51400,74.83,-21.34,3.88,0.070,-0.144,0.048
51500,106.45,1.05,4.77,0.074,-0.146,0.051
51600,138.19,18.00,5.67,0.075,-0.150,0.054
51700,131.21,11.58,-8.60,0.083,-0.156,0.043
51800,155.45,-14.96,-3.58,0.079,-0.161,0.061
51900,97.36,-20.28,-0.59,0.072,-0.153,0.041
52000,201.06,0.19,7.08,0.076,-0.151,0.049
52100,131.47,18.53,4.22,0.084,-0.150,0.052
52200,116.69,12.84,-10.21,0.084,-0.150,0.043
52300,77.74,-11.43,-5.51,0.089,-0.148,0.056
52400,158.46,-19.19,4.88,0.087,-0.146,0.045
52500,139.18,-2.82,9.37,0.083,-0.142,0.052
52600,101.29,17.02,2.66,0.089,-0.139,0.054
52700,97.67,9.15,-4.16,0.085,-0.137,0.037
52800,102.46,-10.29,-10.00,0.082,-0.133,0.062
52900,117.55,-18.16,-0.25,0.089,-0.126,0.046
53000,131.44,-2.18,5.30,0.086,-0.120,0.049
53100,95.91,15.41,-0.74,0.081,-0.114,0.058
53200,106.72,14.06,-5.09,0.086,-0.112,0.044
53300,108.87,-8.32,-7.63,0.094,-0.106,0.058
53400,186.14,-19.91,5.38,0.087,-0.109,0.043
53500,166.61,3.58,9.64,0.082,-0.114,0.048
53600,126.16,21.34,5.96,0.078,-0.115,0.057
53700,116.48,15.29,-9.24,0.076,-0.115,0.042
53800,140.14,-8.38,-5.14,0.075,-0.111,0.058
53900,189.73,-20.29,3.35,0.068,-0.109,0.047
54000,101.92,1.78,5.86,0.063,-0.104,0.055
54100,96.43,21.54,5.74,0.059,-0.106,0.057
54200,151.40,13.94,-5.91,0.054,-0.104,0.045
54300,155.02,-9.23,-6.49,0.048,-0.102,0.057
54400,135.43,-22.52,2.44,0.053,-0.102,0.048
54500,132.75,-1.09,8.85,0.058,-0.097,0.053
54600,142.05,16.17,-0.07,0.060,-0.104,0.059
54700,140.18,9.10,-9.10,0.067,-0.107,0.041
54800,147.95,-15.57,-5.28,0.072,-0.109,0.056
54900,141.44,-18.76,-0.43,0.077,-0.110,0.049
55000,159.92,-3.76,11.29,0.083,-0.117,0.048
55100,140.60,17.89,1.57,0.077,-0.124,0.054
55200,133.44,14.90,-8.31,0.071,-0.125,0.042
55300,79.79,-15.50,-2.54,0.065,-0.131,0.056
55400,136.05,-20.00,1.55,0.068,-0.137,0.044
55500,166.64,2.98,10.20,0.061,-0.144,0.047
55600,115.64,16.79,1.19,0.069,-0.137,0.055
55700,124.43,9.17,-6.95,0.062,-0.140,0.039
55800,137.98,-15.22,-5.54,0.058,-0.133,0.057
55900,174.23,-17.60,1.63,0.059,-0.135,0.042
56000,50.74,-1.25,8.63,0.058,-0.141,0.054
56100,140.92,22.56,1.06,0.065,-0.138,0.052
56200,155.39,15.29,-3.87,0.063,-0.145,0.044
56300,102.27,-8.32,-9.50,0.058,-0.150,0.058
56400,131.07,-17.54,3.34,0.063,-0.152,0.046
56500,147.99,-2.22,7.03,0.065,-0.145,0.051
56600,148.16,16.69,5.00,0.066,-0.149,0.057
56700,92.15,14.87,-7.27,0.066,-0.146,0.040
56800,138.41,-12.04,-7.73,0.072,-0.141,0.062
56900,148.61,-20.20,3.50,0.074,-0.135,0.044
57000,180.32,1.39,4.04,0.082,-0.138,0.048
57100,154.74,21.84,3.09,0.083,-0.143,0.058
57200,167.75,12.94,-6.41,0.077,-0.144,0.042
57300,136.09,-14.03,-8.42,0.079,-0.147,0.062
57400,140.17,-15.53,4.70,0.075,-0.149,0.049
57500,134.26,1.39,8.36,0.073,-0.144,0.052
57600,161.55,15.53,3.36,0.070,-0.138,0.057
57700,131.93,15.21,-9.58,0.071,-0.136,0.037
57800,166.84,-15.32,-4.92,0.078,-0.130,0.057
57900,149.16,-19.82,3.16,0.082,-0.124,0.048
58000,119.61,1.35,8.57,0.077,-0.130,0.055
58100,91.24,15.67,2.10,0.075,-0.125,0.059
58200,143.52,7.79,-7.60,0.070,-0.118,0.036
58300,159.95,-9.27,-4.86,0.076,-0.123,0.064
58400,153.51,-20.09,4.07,0.075,-0.129,0.042
58500,157.31,2.66,6.19,0.074,-0.127,0.055
58600,180.27,19.72,-0.72,0.068,-0.131,0.053
58700,113.36,9.68,-3.95,0.070,-0.136,0.037
58800,125.61,-13.29,-5.82,0.071,-0.135,0.063
58900,165.86,-20.92,-1.14,0.068,-0.132,0.047
59000,111.76,-2.11,8.11,0.072,-0.133,0.051
59100,125.23,20.60,2.93,0.078,-0.136,0.054
59200,151.48,9.02,-9.95,0.081,-0.139,0.041
59300,103.85,-12.25,-3.33,0.081,-0.144,0.062
59400,112.29,-20.17,0.38,0.087,-0.143,0.042
59500,154.64,3.00,8.46,0.087,-0.147,0.051
59600,84.29,19.57,1.96,0.085,-0.143,0.053
59700,217.40,14.92,-9.84,0.080,-0.149,0.043
59800,139.72,-12.55,-7.57,0.083,-0.149,0.056
59900,139.30,-22.77,2.15,0.080,-0.146,0.042
